user_id,install_date,country,state,os,device_model,channel,campaign,engagement_factor,base_time_spent_min
U106782,2025-05-12,US,TX,Android,Pixel 7,Google UAC,GGL_UAC_Retarget,0.8943,23.47
U106783,2025-07-29,US,CA,iOS,iPhone SE 3,Google UAC,GGL_UAC_Broad,0.8095,18.92
U106784,2025-08-15,US,MI,iOS,iPhone 15,Apple Search Ads,ASA_Discovery,0.3515,28.57
U106785,2025-07-18,US,TX,Android,Pixel 7,TikTok,TTK_UGC_Puzzle,0.922,9.65
U106786,2025-05-18,US,TX,Android,Moto G Power,Snapchat,SNP_CPI_Optimized,0.7769,13.46
U106787,2025-08-21,US,CT,Android,Moto G Power,Apple Search Ads,ASA_Broad_Card,0.6049,48.89
U106788,2025-08-27,US,NY,iOS,iPhone 13,TikTok,TTK_SparkAds,0.8335,3.95
U106789,2025-06-22,US,SC,Android,Galaxy S23,Facebook,FB_Video_30s,0.7657,12.86
U106790,2025-07-11,US,TX,iOS,iPhone 13,Apple Search Ads,ASA_Exact_Solitaire,0.9682,9.96
U106791,2025-08-02,US,MO,iOS,iPhone 15,Google UAC,GGL_UAC_Retarget,0.8093,18.65
U106792,2025-07-28,US,OH,Android,Galaxy S23,Google UAC,GGL_UAC_Retarget,1.082,24.36
U106793,2025-08-25,US,CA,iOS,iPhone 14,Google UAC,GGL_UAC_Broad,0.97,31.31
U106794,2025-05-14,US,AZ,iOS,iPhone 15,Google UAC,GGL_UAC_Broad,1.5059,14.66
U106795,2025-07-09,US,MN,Android,Pixel 7,Google UAC,GGL_UAC_iOS,0.7307,11.35
U106796,2025-07-23,US,TX,Android,Galaxy S23,Snapchat,SNP_CPI_Optimized,1.844,8.71
U106797,2025-08-15,US,AZ,Android,Pixel 8,Google UAC,GGL_UAC_iOS,1.3867,18.44
U106798,2025-08-13,US,PA,iOS,iPhone 13,Organic,ORG_NA,1.64,52.14
U106799,2025-08-26,US,MA,iOS,iPhone 15,Facebook,FB_Video_30s,1.0011,13.42
U106800,2025-07-01,US,WA,iOS,iPhone 13,Organic,ORG_Blog,0.8085,17.37
U106801,2025-08-08,US,CA,iOS,iPhone 15,Organic,ORG_StoreSearch,0.7297,19.27
U106802,2025-06-21,US,TX,iOS,iPhone 13,Organic,ORG_StoreSearch,1.8239,14.57
U106803,2025-06-20,US,PA,iOS,iPhone 15,Google UAC,GGL_UAC_Broad,1.4031,36.67
U106804,2025-05-31,US,LA,iOS,iPhone 14,Google UAC,GGL_UAC_Broad,0.6046,32.95
U106805,2025-08-07,US,FL,iOS,iPhone 14,Apple Search Ads,ASA_Broad_Card,1.3378,27.1
U106806,2025-08-27,US,MI,Android,Galaxy S23,Apple Search Ads,ASA_Broad_Card,0.6504,29.1
U106807,2025-05-31,US,CA,iOS,iPhone 14,Google UAC,GGL_UAC_Retarget,1.0302,12.78
U106808,2025-05-07,US,WA,Android,Pixel 7,Google UAC,GGL_UAC_Retarget,1.2591,10.14
U106809,2025-08-06,US,MI,iOS,iPhone 14,Google UAC,GGL_UAC_Retarget,1.6212,12.83
U106810,2025-07-14,US,AZ,iOS,iPhone 15,Apple Search Ads,ASA_Broad_Card,0.995,20.71
U106811,2025-08-24,US,SC,Android,Moto G Power,Organic,ORG_NA,0.8576,15.3
U106812,2025-05-31,US,TX,iOS,iPhone 15,Organic,ORG_Blog,0.921,23.92
U106813,2025-05-09,US,NY,iOS,iPhone 13,Apple Search Ads,ASA_Broad_Card,1.3864,19.0
U106814,2025-06-29,US,UT,Android,Pixel 8,Google UAC,GGL_UAC_iOS,1.2403,9.21
U106815,2025-05-11,US,TX,iOS,iPhone 14,Organic,ORG_NA,0.8989,33.47
U106816,2025-06-01,US,AZ,Android,Galaxy S23,Organic,ORG_StoreSearch,0.4294,13.94
U106817,2025-05-16,US,AZ,Android,Galaxy S22,Snapchat,SNP_Story_Install,0.3417,26.67
U106818,2025-05-27,US,VA,iOS,iPhone 13,TikTok,TTK_UGC_Puzzle,0.9902,11.78
U106819,2025-05-13,US,TX,iOS,iPhone 13,Facebook,FB_Video_30s,0.5641,11.59
U106820,2025-08-23,US,TX,Android,Moto G Power,Google UAC,GGL_UAC_Retarget,0.7323,11.31
U106821,2025-06-03,US,VA,Android,Pixel 8,Facebook,FB_Interest_Puzzle,0.8263,8.8
U106822,2025-06-23,US,TX,Android,Moto G Power,CrossPromo,XPR_PartnerA,2.0763,8.9
U106823,2025-08-16,US,VA,Android,Pixel 8,Snapchat,SNP_Story_Install,0.9502,21.77
U106824,2025-07-21,US,OH,iOS,iPhone 13,Organic,ORG_StoreSearch,1.2068,11.32
U106825,2025-07-14,US,FL,iOS,iPhone 13,Apple Search Ads,ASA_Discovery,1.1072,21.4
U106826,2025-07-24,US,NY,Android,Moto G Power,Organic,ORG_StoreSearch,0.3434,18.94
U106827,2025-08-08,US,KY,iOS,iPhone 14,Organic,ORG_NA,0.7712,27.95
U106828,2025-08-14,US,OH,Android,Galaxy S23,Facebook,FB_LAL_Payers,0.5554,10.82
U106829,2025-07-17,US,GA,Android,Moto G Power,Google UAC,GGL_UAC_Retarget,1.8056,30.59
U106830,2025-08-15,US,KY,Android,Galaxy S22,Snapchat,SNP_CPI_Optimized,0.437,11.44
U106831,2025-07-04,US,NJ,iOS,iPhone 14,Organic,ORG_Blog,0.7647,4.57
U106832,2025-06-03,US,OR,Android,Pixel 8,Google UAC,GGL_UAC_Broad,0.8152,19.8
U106833,2025-08-14,US,CA,iOS,iPhone 14,TikTok,TTK_SparkAds,0.61,11.62
U106834,2025-07-04,US,WI,Android,Galaxy S23,TikTok,TTK_UGC_Puzzle,0.9423,38.1
U106835,2025-08-17,US,FL,Android,Pixel 8,Organic,ORG_StoreSearch,0.8897,20.92
U106836,2025-05-05,US,MO,iOS,iPhone 15,Google UAC,GGL_UAC_iOS,0.9658,17.25
U106837,2025-06-17,US,WI,iOS,iPhone 14,Facebook,FB_Interest_Puzzle,1.1063,19.91
U106838,2025-08-22,US,NY,Android,Galaxy S22,Organic,ORG_Blog,0.9947,14.04
U106839,2025-05-30,US,IL,iOS,iPhone SE 3,Snapchat,SNP_Story_Install,1.0536,41.78
U106840,2025-08-21,US,AZ,iOS,iPhone 13,TikTok,TTK_UGC_Puzzle,1.4118,13.69
U106841,2025-08-23,US,CA,Android,Galaxy S22,Organic,ORG_Blog,0.4677,22.69
U106842,2025-08-14,US,MA,Android,Galaxy S22,Organic,ORG_StoreSearch,1.1972,11.95
U106843,2025-07-07,US,CA,Android,Moto G Power,Organic,ORG_StoreSearch,0.5955,18.01
U106844,2025-07-17,US,AL,iOS,iPhone SE 3,TikTok,TTK_SparkAds,0.6998,9.7
U106845,2025-08-13,US,NY,Android,Pixel 7,Organic,ORG_StoreSearch,0.9497,20.18
U106846,2025-08-02,US,NC,Android,Pixel 8,Google UAC,GGL_UAC_iOS,1.0667,18.59
U106847,2025-07-15,US,CA,iOS,iPhone 13,Google UAC,GGL_UAC_Broad,1.1181,23.68
U106848,2025-08-26,US,NY,Android,Pixel 8,Facebook,FB_Interest_Puzzle,0.62,22.75
U106849,2025-07-22,US,IL,iOS,iPhone SE 3,Organic,ORG_NA,1.7376,18.26
U106850,2025-08-26,US,OH,iOS,iPhone 13,Organic,ORG_StoreSearch,0.7656,49.9
U106851,2025-05-07,US,CA,iOS,iPhone 13,Snapchat,SNP_CPI_Optimized,0.6786,17.84
U106852,2025-05-17,US,MN,iOS,iPhone 14,TikTok,TTK_UGC_Puzzle,0.544,18.36
U106853,2025-06-24,US,CA,Android,Galaxy S23,Apple Search Ads,ASA_Exact_Solitaire,0.523,17.25
U106854,2025-06-16,US,TN,iOS,iPhone 13,Organic,ORG_StoreSearch,0.5169,19.92
U106855,2025-08-02,US,PA,Android,Galaxy S22,Google UAC,GGL_UAC_iOS,1.0261,15.6
U106856,2025-05-20,US,GA,iOS,iPhone 13,Facebook,FB_LAL_Payers,1.1522,14.97
U106857,2025-08-26,US,TX,iOS,iPhone 15,Organic,ORG_StoreSearch,0.6404,26.22
U106858,2025-06-07,US,MI,iOS,iPhone SE 3,TikTok,TTK_SparkAds,0.5731,17.57
U106859,2025-06-21,US,GA,iOS,iPhone 13,Facebook,FB_LAL_Payers,0.8314,30.49
U106860,2025-06-02,US,TX,iOS,iPhone 14,Organic,ORG_StoreSearch,0.9407,6.98
U106861,2025-07-09,US,TX,iOS,iPhone 13,TikTok,TTK_UGC_Puzzle,1.0052,38.54
U106862,2025-05-08,US,CA,Android,Galaxy S23,Snapchat,SNP_Story_Install,0.6153,28.16
U106863,2025-05-18,US,CA,Android,Pixel 8,Organic,ORG_NA,0.8463,17.54
U106864,2025-07-29,US,CA,Android,Pixel 7,Facebook,FB_LAL_Payers,1.6936,17.32
U106865,2025-05-23,US,TX,Android,Pixel 8,Google UAC,GGL_UAC_iOS,0.5611,24.8
U106866,2025-05-29,US,VA,Android,Pixel 8,Google UAC,GGL_UAC_iOS,0.8944,10.77
U106867,2025-08-04,US,NY,iOS,iPhone 15,Organic,ORG_NA,1.1052,18.35
U106868,2025-05-12,US,FL,Android,Pixel 7,Facebook,FB_Interest_Puzzle,0.6144,19.45
U106869,2025-06-22,US,CA,iOS,iPhone 13,Snapchat,SNP_Story_Install,1.1555,6.48
U106870,2025-05-03,US,NC,Android,Pixel 8,Google UAC,GGL_UAC_Broad,0.5296,21.42
U106871,2025-06-11,US,FL,Android,Galaxy S22,Organic,ORG_StoreSearch,1.1663,9.15
U106872,2025-07-23,US,VA,Android,Moto G Power,Facebook,FB_Interest_Puzzle,0.9207,30.93
U106873,2025-05-11,US,MA,Android,Galaxy S23,Google UAC,GGL_UAC_Retarget,0.5129,35.14
U106874,2025-08-15,US,NC,iOS,iPhone SE 3,TikTok,TTK_UGC_Puzzle,1.1913,38.31
U106875,2025-08-18,US,NY,iOS,iPhone 15,Google UAC,GGL_UAC_Retarget,0.6323,15.32
U106876,2025-05-13,US,OH,iOS,iPhone 15,Organic,ORG_StoreSearch,0.851,15.21
U106877,2025-08-27,US,NY,iOS,iPhone 14,Organic,ORG_Blog,1.1642,6.7
U106878,2025-06-05,US,SC,Android,Galaxy S22,Apple Search Ads,ASA_Broad_Card,0.6152,25.29
U106879,2025-05-11,US,TN,iOS,iPhone 13,Organic,ORG_StoreSearch,0.7325,8.47
U106880,2025-05-01,US,OH,Android,Pixel 7,Apple Search Ads,ASA_Exact_Solitaire,1.4197,8.72
U106881,2025-06-19,US,OR,Android,Moto G Power,Organic,ORG_NA,0.3954,15.46
U106882,2025-07-15,US,GA,iOS,iPhone 13,Google UAC,GGL_UAC_Broad,1.596,10.36
U106883,2025-06-09,US,FL,iOS,iPhone 13,Google UAC,GGL_UAC_Broad,0.5037,11.13
U106884,2025-08-09,US,CA,iOS,iPhone 15,Snapchat,SNP_Story_Install,0.6841,18.43
U106885,2025-07-25,US,GA,Android,Galaxy S22,Snapchat,SNP_CPI_Optimized,1.013,27.97
U106886,2025-06-12,US,WI,Android,Moto G Power,Organic,ORG_NA,1.1517,23.57
U106887,2025-07-28,US,CO,iOS,iPhone 15,Google UAC,GGL_UAC_Retarget,1.0194,19.79
U106888,2025-08-21,US,MI,iOS,iPhone 14,Organic,ORG_Blog,0.9221,31.94
U106889,2025-05-12,US,IL,iOS,iPhone 14,Google UAC,GGL_UAC_Retarget,0.76,19.19
U106890,2025-06-06,US,NJ,iOS,iPhone SE 3,Google UAC,GGL_UAC_iOS,1.6896,13.83
U106891,2025-06-25,US,MA,Android,Moto G Power,TikTok,TTK_SparkAds,1.2327,12.25
U106892,2025-06-29,US,IL,Android,Pixel 8,Snapchat,SNP_CPI_Optimized,1.4481,23.73
U106893,2025-07-05,US,PA,iOS,iPhone 15,Google UAC,GGL_UAC_Broad,0.7645,10.38
U106894,2025-06-06,US,VA,Android,Galaxy S22,Google UAC,GGL_UAC_Broad,0.3565,21.43
U106895,2025-07-20,US,CO,iOS,iPhone 14,TikTok,TTK_UGC_Puzzle,1.3607,14.53
U106896,2025-07-17,US,IN,iOS,iPhone SE 3,Apple Search Ads,ASA_Broad_Card,1.0435,11.84
U106897,2025-07-09,US,CA,Android,Galaxy S23,Organic,ORG_Blog,0.9735,11.74
U106898,2025-05-14,US,CA,iOS,iPhone 14,Google UAC,GGL_UAC_Retarget,0.7211,29.17
U106899,2025-06-27,US,WI,iOS,iPhone 14,Google UAC,GGL_UAC_Broad,0.7872,11.72
U106900,2025-06-12,US,MD,Android,Galaxy S23,Organic,ORG_StoreSearch,0.712,15.65
U106901,2025-06-28,US,FL,iOS,iPhone 14,Organic,ORG_StoreSearch,0.9213,14.24
U106902,2025-08-19,US,NC,iOS,iPhone 13,Organic,ORG_NA,0.5745,30.57
U106903,2025-06-27,US,SC,Android,Galaxy S23,Facebook,FB_Interest_Puzzle,1.2276,38.84
U106904,2025-05-02,US,SC,iOS,iPhone SE 3,Organic,ORG_StoreSearch,2.0435,28.35
U106905,2025-06-22,US,TN,iOS,iPhone 15,Organic,ORG_Blog,0.7124,14.92
U106906,2025-08-07,US,TX,iOS,iPhone 15,Organic,ORG_StoreSearch,0.4785,21.36
U106907,2025-08-02,US,AZ,iOS,iPhone 15,Apple Search Ads,ASA_Discovery,0.8687,11.42
U106908,2025-07-01,US,CA,iOS,iPhone SE 3,TikTok,TTK_SparkAds,1.0264,20.0
U106909,2025-05-30,US,MN,Android,Galaxy S22,Google UAC,GGL_UAC_Broad,1.0847,7.48
U106910,2025-06-25,US,TX,Android,Galaxy S22,Google UAC,GGL_UAC_Broad,1.7177,20.25
U106911,2025-07-07,US,VA,iOS,iPhone 15,CrossPromo,XPR_PartnerA,1.254,17.51
U106912,2025-08-28,US,MI,Android,Galaxy S22,Organic,ORG_NA,0.4384,22.44
U106913,2025-07-17,US,TN,iOS,iPhone 15,Organic,ORG_StoreSearch,0.5519,17.89
U106914,2025-07-23,US,GA,iOS,iPhone 14,Google UAC,GGL_UAC_Retarget,1.0642,27.33
U106915,2025-06-28,US,CA,Android,Moto G Power,Organic,ORG_NA,0.7545,12.29
U106916,2025-06-12,US,WA,Android,Moto G Power,Google UAC,GGL_UAC_Broad,1.6587,26.27
U106917,2025-08-06,US,FL,iOS,iPhone SE 3,TikTok,TTK_SparkAds,0.622,22.79
U106918,2025-06-29,US,NY,iOS,iPhone 13,Facebook,FB_Video_30s,1.3288,31.04
U106919,2025-08-28,US,UT,iOS,iPhone 15,Google UAC,GGL_UAC_iOS,0.6979,32.1
U106920,2025-06-24,US,NC,iOS,iPhone 13,Snapchat,SNP_CPI_Optimized,1.0049,11.18
U106921,2025-05-09,US,WA,iOS,iPhone 15,Organic,ORG_Blog,0.6497,23.31
U106922,2025-07-21,US,GA,Android,Galaxy S23,Organic,ORG_NA,1.1315,10.05
U106923,2025-05-06,US,TN,iOS,iPhone SE 3,Facebook,FB_Interest_Puzzle,1.3897,32.14
U106924,2025-05-31,US,MA,iOS,iPhone SE 3,Facebook,FB_Interest_Puzzle,1.0012,11.75
U106925,2025-06-12,US,NJ,iOS,iPhone SE 3,Organic,ORG_Blog,1.9419,14.89
U106926,2025-07-28,US,UT,Android,Pixel 8,Google UAC,GGL_UAC_Broad,0.6783,20.07
U106927,2025-06-29,US,PA,iOS,iPhone 13,Facebook,FB_Interest_Puzzle,0.941,26.04
U106928,2025-05-04,US,WA,iOS,iPhone 13,Facebook,FB_Video_30s,1.2691,21.67
U106929,2025-07-14,US,IN,iOS,iPhone 13,Facebook,FB_LAL_Payers,0.6188,26.4
U106930,2025-06-19,US,FL,Android,Galaxy S23,Google UAC,GGL_UAC_iOS,0.9277,18.11
U106931,2025-08-19,US,PA,iOS,iPhone SE 3,Organic,ORG_StoreSearch,1.1801,20.34
U106932,2025-06-29,US,OK,iOS,iPhone 13,Google UAC,GGL_UAC_iOS,1.3122,7.44
U106933,2025-07-25,US,CA,iOS,iPhone 13,Organic,ORG_StoreSearch,1.4287,30.07
U106934,2025-05-27,US,FL,iOS,iPhone 14,Snapchat,SNP_Story_Install,0.6391,15.56
U106935,2025-07-31,US,OH,iOS,iPhone 13,Google UAC,GGL_UAC_Retarget,1.0154,14.51
U106936,2025-07-26,US,CA,iOS,iPhone 14,Google UAC,GGL_UAC_iOS,0.5347,47.41
U106937,2025-08-17,US,SC,iOS,iPhone 15,Apple Search Ads,ASA_Discovery,0.6772,4.65
U106938,2025-05-05,US,NY,Android,Pixel 8,Google UAC,GGL_UAC_Retarget,0.844,18.88
U106939,2025-06-23,US,NY,iOS,iPhone SE 3,Google UAC,GGL_UAC_Broad,1.4299,5.87
U106940,2025-07-21,US,MO,Android,Moto G Power,Apple Search Ads,ASA_Exact_Solitaire,1.1176,21.33
U106941,2025-05-12,US,NY,iOS,iPhone 13,TikTok,TTK_UGC_Puzzle,0.9195,12.69
U106942,2025-06-19,US,NJ,Android,Galaxy S22,Facebook,FB_LAL_Payers,1.0827,4.15
U106943,2025-08-22,US,MO,Android,Pixel 8,Organic,ORG_Blog,1.1146,31.03
U106944,2025-06-22,US,IN,Android,Galaxy S23,Facebook,FB_LAL_Payers,1.0488,9.45
U106945,2025-08-27,US,TN,Android,Pixel 8,Apple Search Ads,ASA_Exact_Solitaire,0.7189,28.93
U106946,2025-05-07,US,CA,iOS,iPhone 13,Organic,ORG_Blog,0.6171,11.06
U106947,2025-07-26,US,CA,Android,Pixel 7,Organic,ORG_StoreSearch,0.8275,14.27
U106948,2025-07-09,US,NY,iOS,iPhone 14,TikTok,TTK_SparkAds,0.6587,5.75
U106949,2025-06-30,US,CA,Android,Galaxy S22,Organic,ORG_Blog,1.1601,22.26
U106950,2025-08-25,US,OH,iOS,iPhone 14,Apple Search Ads,ASA_Broad_Card,1.6679,13.51
U106951,2025-05-16,US,IL,iOS,iPhone 14,Google UAC,GGL_UAC_Broad,1.1337,14.99
U106952,2025-08-16,US,GA,Android,Pixel 7,Google UAC,GGL_UAC_Broad,0.4386,17.16
U106953,2025-07-22,US,NY,iOS,iPhone 15,Organic,ORG_StoreSearch,0.7024,7.9
U106954,2025-06-01,US,OH,Android,Pixel 7,Apple Search Ads,ASA_Broad_Card,0.9114,25.43
U106955,2025-08-17,US,FL,Android,Galaxy S22,Google UAC,GGL_UAC_Retarget,0.5097,13.58
U106956,2025-06-21,US,TX,iOS,iPhone SE 3,Facebook,FB_Video_30s,0.9162,56.71
U106957,2025-08-06,US,NJ,iOS,iPhone 14,Facebook,FB_LAL_Payers,1.0917,14.16
U106958,2025-06-16,US,VA,iOS,iPhone SE 3,Facebook,FB_Video_30s,1.5897,14.81
U106959,2025-08-11,US,MD,Android,Moto G Power,Snapchat,SNP_Story_Install,1.8729,9.13
U106960,2025-07-16,US,CO,Android,Galaxy S22,Facebook,FB_Video_30s,0.5618,8.03
U106961,2025-05-17,US,WA,Android,Pixel 8,Google UAC,GGL_UAC_Broad,0.8636,27.92
U106962,2025-07-17,US,VA,Android,Pixel 8,Snapchat,SNP_Story_Install,0.868,30.6
U106963,2025-05-23,US,CA,iOS,iPhone SE 3,Facebook,FB_Interest_Puzzle,0.6803,13.57
U106964,2025-06-19,US,CA,iOS,iPhone 14,Google UAC,GGL_UAC_iOS,0.9413,19.13
U106965,2025-05-21,US,MO,iOS,iPhone 14,Organic,ORG_StoreSearch,0.8763,33.49
U106966,2025-05-03,US,TX,Android,Moto G Power,TikTok,TTK_SparkAds,1.1566,20.8
U106967,2025-05-26,US,FL,iOS,iPhone 15,Google UAC,GGL_UAC_Retarget,1.5568,22.94
U106968,2025-07-04,US,TX,Android,Pixel 7,Facebook,FB_Video_30s,0.954,18.8
U106969,2025-06-27,US,TX,Android,Galaxy S22,Google UAC,GGL_UAC_iOS,0.7438,12.99
U106970,2025-06-30,US,TN,iOS,iPhone 13,Organic,ORG_StoreSearch,0.6004,21.83
U106971,2025-05-30,US,NY,iOS,iPhone 14,Facebook,FB_Video_30s,2.0482,45.73
U106972,2025-07-22,US,PA,iOS,iPhone 15,Organic,ORG_Blog,1.3005,13.88
U106973,2025-07-24,US,TX,Android,Moto G Power,Google UAC,GGL_UAC_Retarget,1.0617,27.77
U106974,2025-06-12,US,VA,iOS,iPhone 13,Facebook,FB_Video_30s,0.8467,19.71
U106975,2025-08-14,US,AZ,iOS,iPhone SE 3,Google UAC,GGL_UAC_Retarget,1.7242,13.4
U106976,2025-07-17,US,FL,Android,Galaxy S23,Apple Search Ads,ASA_Broad_Card,0.8489,28.16
U106977,2025-07-25,US,IN,iOS,iPhone 15,Apple Search Ads,ASA_Discovery,0.4562,26.57
U106978,2025-06-03,US,TX,iOS,iPhone 15,Apple Search Ads,ASA_Discovery,1.006,24.06
U106979,2025-05-01,US,WA,Android,Galaxy S23,Organic,ORG_StoreSearch,0.5537,43.15
U106980,2025-08-12,US,AZ,Android,Pixel 8,Organic,ORG_Blog,1.0075,45.07
U106981,2025-08-07,US,OK,iOS,iPhone 14,Facebook,FB_Interest_Puzzle,1.5491,18.49
U106982,2025-05-15,US,TX,iOS,iPhone SE 3,Snapchat,SNP_CPI_Optimized,0.4635,17.07
U106983,2025-06-14,US,CA,iOS,iPhone 13,Apple Search Ads,ASA_Discovery,0.6314,8.82
U106984,2025-07-19,US,NY,Android,Galaxy S23,TikTok,TTK_UGC_Puzzle,1.2788,38.74
U106985,2025-07-18,US,CA,iOS,iPhone 14,Google UAC,GGL_UAC_Retarget,0.741,17.35
U106986,2025-08-12,US,TX,Android,Pixel 7,Google UAC,GGL_UAC_Broad,1.0683,13.28
U106987,2025-05-17,US,FL,iOS,iPhone 13,Google UAC,GGL_UAC_iOS,1.0692,11.29
U106988,2025-06-21,US,IL,iOS,iPhone 13,Organic,ORG_NA,1.2915,11.25
U106989,2025-05-12,US,SC,iOS,iPhone 13,Organic,ORG_StoreSearch,0.6986,43.37
U106990,2025-06-16,US,TX,Android,Pixel 7,Snapchat,SNP_CPI_Optimized,0.326,28.21
U106991,2025-05-02,US,OK,Android,Pixel 8,Organic,ORG_NA,1.0605,8.55
U106992,2025-08-16,US,MO,iOS,iPhone 13,Organic,ORG_NA,0.4831,8.73
U106993,2025-07-03,US,MN,Android,Moto G Power,Organic,ORG_NA,1.3153,19.13
U106994,2025-08-10,US,LA,iOS,iPhone 13,Snapchat,SNP_Story_Install,0.8897,10.83
U106995,2025-05-08,US,MA,iOS,iPhone 15,Facebook,FB_LAL_Payers,0.8038,15.87
U106996,2025-05-28,US,IN,iOS,iPhone 13,Facebook,FB_Video_30s,1.1927,39.13
U106997,2025-06-01,US,PA,iOS,iPhone 15,TikTok,TTK_SparkAds,0.4508,30.73
U106998,2025-06-16,US,OH,iOS,iPhone 15,Google UAC,GGL_UAC_iOS,0.8352,7.65
U106999,2025-08-05,US,LA,iOS,iPhone 14,Facebook,FB_Interest_Puzzle,1.0824,10.86
U107000,2025-06-16,US,FL,iOS,iPhone 13,Organic,ORG_StoreSearch,1.0011,20.35
U107001,2025-05-25,US,CA,iOS,iPhone SE 3,Organic,ORG_Blog,0.7441,31.67
U107002,2025-05-08,US,MA,iOS,iPhone 15,Apple Search Ads,ASA_Broad_Card,0.7471,11.93
U107003,2025-05-10,US,NC,Android,Moto G Power,Apple Search Ads,ASA_Exact_Solitaire,1.6775,21.64
U107004,2025-07-31,US,MO,Android,Galaxy S23,Google UAC,GGL_UAC_Retarget,1.3035,14.34
U107005,2025-06-23,US,CA,Android,Pixel 8,Google UAC,GGL_UAC_Retarget,0.6937,43.22
U107006,2025-07-27,US,MI,iOS,iPhone SE 3,Facebook,FB_Video_30s,1.5518,24.57
U107007,2025-07-21,US,NY,iOS,iPhone SE 3,Organic,ORG_StoreSearch,1.2239,16.34
U107008,2025-05-17,US,SC,Android,Pixel 7,Organic,ORG_NA,1.1001,8.53
U107009,2025-05-18,US,CA,Android,Moto G Power,Organic,ORG_NA,1.117,10.59
U107010,2025-07-30,US,MD,iOS,iPhone SE 3,Organic,ORG_StoreSearch,0.5721,5.09
U107011,2025-07-26,US,CA,Android,Galaxy S22,Apple Search Ads,ASA_Exact_Solitaire,1.6522,20.62
U107012,2025-06-15,US,CA,Android,Moto G Power,Organic,ORG_StoreSearch,1.3239,25.11
U107013,2025-05-10,US,TX,Android,Pixel 7,Organic,ORG_Blog,0.9981,25.75
U107014,2025-05-02,US,FL,Android,Galaxy S23,Google UAC,GGL_UAC_Retarget,0.9974,13.24
U107015,2025-06-04,US,MI,Android,Moto G Power,TikTok,TTK_SparkAds,0.8723,34.14
U107016,2025-05-02,US,CA,Android,Pixel 7,Organic,ORG_Blog,0.7207,39.73
U107017,2025-05-28,US,PA,iOS,iPhone SE 3,Organic,ORG_Blog,1.1205,12.91
U107018,2025-06-20,US,TX,iOS,iPhone 14,Google UAC,GGL_UAC_iOS,0.6583,32.5
U107019,2025-05-15,US,WI,iOS,iPhone 14,Apple Search Ads,ASA_Discovery,0.9611,19.3
U107020,2025-05-13,US,CA,iOS,iPhone 15,Facebook,FB_LAL_Payers,0.9408,13.83
U107021,2025-08-16,US,FL,iOS,iPhone 13,Apple Search Ads,ASA_Exact_Solitaire,1.0556,33.31
U107022,2025-07-10,US,MI,iOS,iPhone 15,Snapchat,SNP_Story_Install,1.3185,9.85
U107023,2025-08-21,US,AL,iOS,iPhone 13,Apple Search Ads,ASA_Discovery,1.0633,8.57
U107024,2025-06-11,US,CO,Android,Moto G Power,Facebook,FB_LAL_Payers,1.1941,14.77
U107025,2025-07-21,US,MN,iOS,iPhone 15,Google UAC,GGL_UAC_Retarget,0.4165,16.06
U107026,2025-05-25,US,CA,iOS,iPhone 14,Organic,ORG_Blog,1.0878,7.91
U107027,2025-07-14,US,MD,iOS,iPhone 14,CrossPromo,XPR_PartnerA,0.9324,23.0
U107028,2025-05-16,US,TN,Android,Galaxy S23,Google UAC,GGL_UAC_Broad,1.0499,12.18
U107029,2025-05-01,US,SC,Android,Galaxy S22,Organic,ORG_NA,0.7323,9.35
U107030,2025-08-20,US,NY,iOS,iPhone 14,Facebook,FB_LAL_Payers,1.4339,24.91
U107031,2025-07-06,US,SC,Android,Galaxy S23,Google UAC,GGL_UAC_Retarget,1.0002,14.52
U107032,2025-08-20,US,IL,iOS,iPhone 15,Facebook,FB_Video_30s,0.6717,30.54
U107033,2025-06-10,US,NJ,Android,Galaxy S23,Facebook,FB_LAL_Payers,0.7208,22.65
U107034,2025-06-09,US,IL,iOS,iPhone SE 3,Google UAC,GGL_UAC_Retarget,1.2984,16.3
U107035,2025-06-18,US,IL,iOS,iPhone SE 3,Apple Search Ads,ASA_Exact_Solitaire,0.8745,31.17
U107036,2025-07-24,US,GA,iOS,iPhone 13,Organic,ORG_StoreSearch,0.9031,22.21
U107037,2025-07-07,US,FL,iOS,iPhone SE 3,Google UAC,GGL_UAC_Broad,0.836,17.82
U107038,2025-08-20,US,IN,Android,Moto G Power,Facebook,FB_LAL_Payers,1.3559,23.25
U107039,2025-05-04,US,NJ,Android,Galaxy S22,Facebook,FB_Interest_Puzzle,1.0974,23.63
U107040,2025-07-24,US,WA,iOS,iPhone SE 3,Apple Search Ads,ASA_Discovery,0.5628,10.41
U107041,2025-06-09,US,TX,iOS,iPhone 14,Google UAC,GGL_UAC_Retarget,0.6124,58.53
U107042,2025-05-22,US,OK,iOS,iPhone SE 3,Facebook,FB_Video_30s,0.9065,18.62
U107043,2025-07-01,US,NJ,iOS,iPhone 13,Organic,ORG_Blog,0.6996,18.81
U107044,2025-06-30,US,TX,Android,Pixel 8,Snapchat,SNP_CPI_Optimized,0.3813,7.48
U107045,2025-05-17,US,MA,iOS,iPhone SE 3,Google UAC,GGL_UAC_Retarget,0.6717,19.19
U107046,2025-05-25,US,TX,iOS,iPhone 13,Apple Search Ads,ASA_Discovery,0.8094,19.61
U107047,2025-06-18,US,CA,Android,Pixel 8,Organic,ORG_NA,0.7711,10.13
